Project_Name,Project_URL,Project_Hash,Test_id,Order-dependent,Verdict_Isolated,Verdict_OriginalOrder,Reason_for_Excluded
StrangeCase,https://github.com/colinta/StrangeCase,dd2385745dba1211439fc1d0b0dae72b30e4b3b2,strange_case/tests/test_filters_site.py::test_basic_site_remove_existing,True,Passed,Passed,Fail_to_Install
StrangeCase,https://github.com/colinta/StrangeCase,dd2385745dba1211439fc1d0b0dae72b30e4b3b2,strange_case/tests/test_paginated_site.py::test_paginated_site,True,Passed,Passed,Fail_to_Install
StrangeCase,https://github.com/colinta/StrangeCase,dd2385745dba1211439fc1d0b0dae72b30e4b3b2,strange_case/tests/test_root_url_site.py::test_root_url_site,True,Passed,Passed,Fail_to_Install
StrangeCase,https://github.com/colinta/StrangeCase,dd2385745dba1211439fc1d0b0dae72b30e4b3b2,strange_case/tests/test_strip_extensions_and_meta_site.py::test_strip_extensions_and_meta_site,True,Passed,Passed,Fail_to_Install
StrangeCase,https://github.com/colinta/StrangeCase,dd2385745dba1211439fc1d0b0dae72b30e4b3b2,strange_case/tests/test_strip_extensions_site.py::test_strip_extensions_site,True,Passed,Passed,Fail_to_Install
Twitch-Python,https://github.com/PetterKraabol/Twitch-Python,49ddf2c826f147e009d0931eee59cf81ad5fea7d,tests/test_helix_user.py::TestHelixUser::test_users,True,Passed,Passed,Fail_to_Install
Twitch-Python,https://github.com/PetterKraabol/Twitch-Python,49ddf2c826f147e009d0931eee59cf81ad5fea7d,tests/test_helix_video.py::TestHelixUser::test_users,True,Passed,Passed,Fail_to_Install
abagen,https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/mouse/test_mouse.py::test_get_unionization_from_experiment[69782969-attributes4],True,Passed,Passed,Error
abagen,https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/mouse/test_mouse.py::test_get_unionization_from_experiment[986-attributes1],True,Passed,Passed,Error
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_cluster_operator.py::XplentyFindOrStartClusterOperatorTestCase::test_execute_lazily_start_cluster,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_cluster_operator.py::XplentyFindOrStartClusterOperatorTestCase::test_execute_lazily_start_cluster_none_available,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_cluster_operator.py::XplentyFindOrStartClusterOperatorTestCase::test_execute_lazily_start_cluster_wrong_env,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_cluster_operator.py::XplentyFindOrStartClusterOperatorTestCase::test_find_available_cluster,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_cluster_operator.py::XplentyFindOrStartClusterOperatorTestCase::test_start_cluster_return_value,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_execute,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_execute_with_different_package_job,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_execute_with_invalid_package_name,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_execute_with_no_xcoms,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_execute_with_package_name,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_execute_with_reuasable_job,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_execute_with_same_package_failed_job,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_execute_with_variables_fn,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_init_no_package_info,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_find_or_start_job_operator.py::XplentyFindOrStartJobOperatorTestCase::test_init_package_id_and_name,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_terminate_job_operator.py::XplentyTerminateJobOperatorTestCase::test_execute,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_cluster_sensor.py::XplentyWaitForClusterSensorTestCase::test_poke_with_available_cluster,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_cluster_sensor.py::XplentyWaitForClusterSensorTestCase::test_poke_with_creating_cluster,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_cluster_sensor.py::XplentyWaitForClusterSensorTestCase::test_poke_with_no_xcoms,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_cluster_sensor.py::XplentyWaitForClusterSensorTestCase::test_poke_with_terminated_cluster,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_job_sensor.py::XplentyWaitForJobSensorTestCase::test_poke_with_completed_job,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_job_sensor.py::XplentyWaitForJobSensorTestCase::test_poke_with_failed_job,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_job_sensor.py::XplentyWaitForJobSensorTestCase::test_poke_with_no_xcoms,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_job_sensor.py::XplentyWaitForJobSensorTestCase::test_poke_with_running_job,True,NotAnalysed,Passed,Fail_to_Install
airflow_xplenty,https://github.com/apartmentlist/airflow_xplenty,445c21782b985bfdbfffa4608a1dc90411af8aed,tests/airflow_xplenty/operators/test_xplenty_wait_for_job_sensor.py::XplentyWaitForJobSensorTestCase::test_poke_with_stopped_job,True,NotAnalysed,Passed,Fail_to_Install
alertlogicAPI,https://github.com/Fabio-CS/alertlogicAPI,8c5176ea611479aeb5475d6fd98f2a3688a7a631,requests/test_requests.py::RequestsTestCase::test_BASICAUTH_TUPLE_HTTP_200_OK_GET,True,Passed,Passed,Fail_to_Run
amplimap,https://github.com/koelling/amplimap,47a65e624e4a7f7ed62b029e6ed65dc78cf34ac7,tests/run_test.py::test_config,True,Passed,Passed,Fail_to_Install
andriller,https://github.com/den4uk/andriller,5e856ca92ef7e9bf732f28cbd8e341181976654f,tests/test_config.py::test_check_latest_version[9.8.7-True],True,Error,Failed,Fail_to_Install
appnexus-client,https://github.com/numberly/appnexus-client,8d39ff7b9d290e0e1b9d16ea7302c0288f495bef,tests/model.py::test_model_find_one_returns_model_instance,True,Passed,Passed,Fail_to_Run
apyhgnc,https://github.com/robertopreste/apyhgnc,26efa764a2262cfa12c8a2f0f077569e7f3e4e79,tests/test_apyhgnc.py::test_info_url,True,Passed,Passed,Fail_to_Run
argutil,https://github.com/cmccandless/argutil,15b4d309fefe7a2d7648dac3974bd22ba7b1030a,tests/get_parser_test.py::GetParserTest::test_default_from_file,True,Passed,Passed,Fail_to_Run
argutil,https://github.com/cmccandless/argutil,15b4d309fefe7a2d7648dac3974bd22ba7b1030a,tests/get_parser_test.py::GetParserTest::test_env_type_option,True,Passed,Passed,Fail_to_Run
argutil,https://github.com/cmccandless/argutil,15b4d309fefe7a2d7648dac3974bd22ba7b1030a,tests/get_parser_test.py::GetParserTest::test_flag,True,Passed,Passed,Fail_to_Run
