Project_Name,Project_URL,Project_Hash,Test_filename,Test1,Status1,Test2,Status2,Conflict
PyJsonFriendly,https://github.com/maboualidev/PyJsonFriendly,8b1ee498bc7a27024851b5101bf09913031e2477,tests/test_pyJsonFriendly.py,tests/test_pyJsonFriendly.py::TestPyJsonFriendly::test_04,passed,tests/test_pyJsonFriendly.py::TestPyJsonFriendly::test_01,failed,False
PyRedisEasyIO,https://github.com/washad/PyRedisEasyIO,30d566760aa622ae6e8fcc1fa4abdc79b6bda614,tests/test_operator_overloads.py,tests/test_operator_overloads.py::TestOperatorOverloads::test_add_sub_mult_div,passed,tests/test_operator_overloads.py::TestOperatorOverloads::test_plus_equals,failed,False
QTAF,https://github.com/Tencent/QTAF,c9141e8fbdfd89f5f13dd59dfab17f9e8193dcf8,tests/test_testbase/test_assert.py,tests/test_testbase/test_assert.py::AssertionTest::test_disable_assert_failed_continue,passed,tests/test_testbase/test_assert.py::AssertionTest::test_assert_failure,failed,False
RaspberryPiMovementDetector,https://github.com/KSanthanam/RaspberryPiMovementDetector,a415e5aca22fa41ce0eba0b61cf56d3035f92f64,tests/test_watch.py,tests/test_watch.py::TestWatch::test_distance[3-4-1-func_moved_in-func_moved_out],passed,tests/test_watch.py::TestWatch::test_ping[3-4-1-func_moved_in-func_moved_out],failed,True
RaspberryPiMovementDetector,https://github.com/KSanthanam/RaspberryPiMovementDetector,a415e5aca22fa41ce0eba0b61cf56d3035f92f64,tests/test_watch.py,tests/test_watch.py::TestWatch::test_trig[23-24-10-func_moved_in-func_moved_in],passed,tests/test_watch.py::TestWatch::test_ping[3-4-1-func_moved_in-func_moved_out],failed,True
ReactOBus,https://github.com/ivoire/ReactOBus,841d5c0442ffe92fcaec278e07053afe5b93d925,tests/test_db.py,tests/test_db.py::test_errors,passed,tests/test_db.py::test_run,failed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_pubsub.py,tests/test_pubsub.py::TestPubsub::test_idletime,passed,tests/test_pubsub.py::TestPubsub::test_unsubscribe_all,failed,False
aiopylimit,https://github.com/dmarkey/aiopylimit,b4075a8ac30dbbef59a2243f618a35a2f54b590c,aiopylimit/tests/test_aiopylimit.py,aiopylimit/tests/test_aiopylimit.py::TestPyLimit::test_throttle,failed,aiopylimit/tests/test_aiopylimit.py::TestPyLimit::test_exception,failed,False
aiopylimit,https://github.com/dmarkey/aiopylimit,b4075a8ac30dbbef59a2243f618a35a2f54b590c,aiopylimit/tests/test_aiopylimit.py,aiopylimit/tests/test_aiopylimit.py::TestPyLimit::test_peek,passed,aiopylimit/tests/test_aiopylimit.py::TestPyLimit::test_exception,failed,False
andriller,https://github.com/den4uk/andriller,5e856ca92ef7e9bf732f28cbd8e341181976654f,tests/test_config.py,tests/test_config.py::test_update_records[update_rate-100000-2000000],passed,tests/test_config.py::test_check_latest_version[9.8.7-True],failed,True
andriller,https://github.com/den4uk/andriller,5e856ca92ef7e9bf732f28cbd8e341181976654f,tests/test_config.py,tests/test_config.py::test_config_funcs,passed,tests/test_config.py::test_check_latest_version[9.8.7-True],failed,True
andriller,https://github.com/den4uk/andriller,5e856ca92ef7e9bf732f28cbd8e341181976654f,tests/test_config.py,tests/test_config.py::test_check_latest_version[1.2.3-False],passed,tests/test_config.py::test_check_latest_version[9.8.7-True],failed,True
andriller,https://github.com/den4uk/andriller,5e856ca92ef7e9bf732f28cbd8e341181976654f,tests/test_config.py,tests/test_config.py::test_update_records[version-3.4.0-9.9.9],passed,tests/test_config.py::test_check_latest_version[9.8.7-True],failed,True
andriller,https://github.com/den4uk/andriller,5e856ca92ef7e9bf732f28cbd8e341181976654f,tests/test_config.py,tests/test_config.py::test_update_records[theme--clam],passed,tests/test_config.py::test_check_latest_version[9.8.7-True],failed,True
argutil,https://github.com/cmccandless/argutil,15b4d309fefe7a2d7648dac3974bd22ba7b1030a,tests/submodules_test.py,tests/submodules_test.py::SubmoduleTest::test_submodule_handler_global_callable_decorator,passed,tests/submodules_test.py::SubmoduleTest::test_submodule_default_handler_shows_usage,failed,False
atlasclient,https://github.com/jpoullet2000/atlasclient,02b3e7d9a6596d1123fc22b6bfed08d60105d19e,tests/test_models.py,tests/test_models.py::TestDiscoveryREST::test_search_dsl_get,passed,tests/test_models.py::TestDiscoveryREST::test_search_attribute_get,failed,False
atlasclient,https://github.com/jpoullet2000/atlasclient,02b3e7d9a6596d1123fc22b6bfed08d60105d19e,tests/test_models.py,tests/test_models.py::TestDiscoveryREST::test_search_fulltext_get,passed,tests/test_models.py::TestDiscoveryREST::test_search_attribute_get,failed,False
atlasclient,https://github.com/jpoullet2000/atlasclient,02b3e7d9a6596d1123fc22b6bfed08d60105d19e,tests/test_models.py,tests/test_models.py::TestDiscoveryREST::test_search_basic_get,passed,tests/test_models.py::TestDiscoveryREST::test_search_attribute_get,failed,False
atlasclient,https://github.com/jpoullet2000/atlasclient,02b3e7d9a6596d1123fc22b6bfed08d60105d19e,tests/test_models.py,tests/test_models.py::TestDiscoveryREST::test_search_basic_post,passed,tests/test_models.py::TestDiscoveryREST::test_search_attribute_get,failed,False
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_cleanup,passed,aud/test_aud.py::test_afx_3,failed,True
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_config,passed,aud/test_aud.py::test_export,failed,True
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_init,passed,aud/test_aud.py::test_export,failed,True
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_cleanup,passed,aud/test_aud.py::test_export,failed,True
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_afx_1,failed,aud/test_aud.py::test_export,failed,True
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_dir,failed,aud/test_aud.py::test_export,failed,True
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_name,passed,aud/test_aud.py::test_export,failed,True
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_afx_2,passed,aud/test_aud.py::test_export,failed,True
autoclasswrapper,https://github.com/pierrepo/autoclasswrapper,af43dd833e5586386098d1793a59332e968069da,tests/test_output.py,tests/test_output.py::TestOutputClass::test_write_cluster_stats,failed,tests/test_output.py::TestOutputClass::test_write_dendrogram_no_stats,failed,False
base10,https://github.com/mattdavis90/base10,93577e85215e4cd7f02a504ff6a23501d56a1748,base10/test/test_helpers.py,base10/test/test_helpers.py::TestMetricHelper::test_metric_helper_kwargs,passed,base10/test/test_helpers.py::TestMetricHelper::test_metric_helper_fields_exception,failed,False
base10,https://github.com/mattdavis90/base10,93577e85215e4cd7f02a504ff6a23501d56a1748,base10/test/test_helpers.py,base10/test/test_helpers.py::TestMetricHelper::test_metric_helper_kwargs,passed,base10/test/test_helpers.py::TestMetricHelper::test_metric_helper_handles_time_field,failed,False
base10,https://github.com/mattdavis90/base10,93577e85215e4cd7f02a504ff6a23501d56a1748,base10/test/test_helpers.py,base10/test/test_helpers.py::TestMetricHelper::test_metric_helper_kwargs,passed,base10/test/test_helpers.py::TestMetricHelper::test_metric_helper_metadata_exception,failed,False
base10,https://github.com/mattdavis90/base10,93577e85215e4cd7f02a504ff6a23501d56a1748,base10/test/test_helpers.py,base10/test/test_helpers.py::TestMetricHelper::test_metric_helper_kwargs,passed,base10/test/test_helpers.py::TestMetricHelper::test_metric_helper_name_exception,failed,False
clashogram,https://github.com/mehdisadeghi/clashogram,5b8cc18adfc92ad381040ee25b750df462122939,test_everything.py,test_everything.py::MessageFactoryTestCase::test_format_time_fa,passed,test_everything.py::MessageFactoryTestCase::test_format_time_default,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_export_no_keys,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_add_to_existing_key,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_empty_list,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_purge,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_modify_existing_key,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_existing_key_no_modify,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list_locked_closest_matches,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_export_to_file,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_value_not_dict,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestTypeSystem::test_put_key_with_missing_oneof_value,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_modify_nonexisting_key,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_no_value_provided,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list_filtered_matches,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_delete_nonexisting_key,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_migrate,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_get_no_decrypt,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_lock_an_already_locked_key,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_migrate,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_add_to_existing_key_overwrite_value,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_fail_migrate,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_delete,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_load_from_file,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_unlock_an_already_unlocked_key,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestTypeSystem::test_list_key_of_type,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_init,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_with_metadata_and_description,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_add_nonexisting_key,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestTypeSystem::test_put_key_with_missing_required_value,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list_closest_matches,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_purge_no_force,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_get_nonexisting_key,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestTypeSystem::test_put_key_with_too_many_oneof_values,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_load_no_keys_no_file_provided,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_delete_failed,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list_locked_filtered_matches,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_get,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_load,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_generated_passphrase,passed,tests/test_ghost.py::TestSQLAlchemyStorage::test_is_initialized,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list_locked_closest_matches,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_delete,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_with_metadata_and_description,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_existing_key_no_modify,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestTypeSystem::test_put_key_with_missing_required_value,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestTypeSystem::test_put_key_with_missing_oneof_value,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_get_nonexisting_key,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_export_no_keys,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_delete_nonexisting_key,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestTypeSystem::test_list_key_of_type,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list_locked_filtered_matches,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_add_nonexisting_key,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_load,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_add_to_existing_key,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_purge,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_migrate,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_get,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list_filtered_matches,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_load_from_file,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_no_value_provided,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_generated_passphrase,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_export_to_file,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_purge_no_force,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_list_closest_matches,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_unlock_an_already_unlocked_key,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestStash::test_put_value_not_dict,passed,tests/test_ghost.py::TestTinyDBStorage::test_init_stash_in_current_dir,failed,False
