Project_Name,Project_URL,Project_Hash,Test_filename,Test1,Status1,Test2,Status2,Conflict
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDestroy::test_destroy_loc,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDoorsExits::test_aliases,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestLocations::test_contains,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDoorsExits::test_bind_door,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDestroy::test_destroy_deferreds,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDestroy::test_destroy_base,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDestroy::test_destroy_item,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDoorsExits::test_exit_pair,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestLiving::test_lifecycle,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestLocations::test_verbs,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestLocations::test_message_nearby_location,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestLocations::test_notify,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDoorsExits::test_linked_door_pair,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestDoorsExits::test_go_through_exit,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestLocations::test_locate_item,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py,tests/test_mudobjects.py::TestLocations::test_look,passed,tests/test_mudobjects.py::TestLiving::test_move_notify,passed,False
api-python,https://github.com/datacommonsorg/api-python,6d09ca1557da0af893f008f7302801f12afc2d46,datacommons/test/set_api_key_test.py,datacommons/test/set_api_key_test.py::TestApiKey::test_send_request_w_api_key,passed,datacommons/test/set_api_key_test.py::TestApiKey::test_query_no_api_key,passed,False
api-python,https://github.com/datacommonsorg/api-python,6d09ca1557da0af893f008f7302801f12afc2d46,datacommons/test/set_api_key_test.py,datacommons/test/set_api_key_test.py::TestApiKey::test_query_w_api_key,passed,datacommons/test/set_api_key_test.py::TestApiKey::test_query_no_api_key,passed,False
api-python,https://github.com/datacommonsorg/api-python,6d09ca1557da0af893f008f7302801f12afc2d46,datacommons/test/set_api_key_test.py,datacommons/test/set_api_key_test.py::TestApiKey::test_send_request_w_api_key,passed,datacommons/test/set_api_key_test.py::TestApiKey::test_send_request_no_api_key,passed,False
api-python,https://github.com/datacommonsorg/api-python,6d09ca1557da0af893f008f7302801f12afc2d46,datacommons/test/set_api_key_test.py,datacommons/test/set_api_key_test.py::TestApiKey::test_query_w_api_key,passed,datacommons/test/set_api_key_test.py::TestApiKey::test_send_request_no_api_key,passed,False
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_init,passed,aud/test_aud.py::test_config,passed,False
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_dir,passed,aud/test_aud.py::test_config,passed,False
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_init,passed,aud/test_aud.py::test_dir,passed,False
aud,https://github.com/zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud/test_aud.py,aud/test_aud.py::test_init,passed,aud/test_aud.py::test_name,passed,False
autoyaml,https://github.com/martyni/autoyaml,be3f450667bcca477683e63bcc49c67c5d170855,tests/autoyaml_test.py,tests/autoyaml_test.py::TestAutoyamlMethods::test_a_encrypt_config,passed,tests/autoyaml_test.py::TestAutoyamlMethods::test_b_decrypt_config,passed,False
autoyaml,https://github.com/martyni/autoyaml,be3f450667bcca477683e63bcc49c67c5d170855,tests/autoyaml_test.py,tests/autoyaml_test.py::TestEncryptorMethods::test_a_encrypt,passed,tests/autoyaml_test.py::TestEncryptorMethods::test_b_decrypt,passed,False
bluebees,https://github.com/matheuswhite/bluebees,ca18ee6dae60393480bac3893038790957727748,tests/test_application_data.py,tests/test_application_data.py::test_application_data,passed,tests/test_application_data.py::test_cleanup,passed,False
bluebees,https://github.com/matheuswhite/bluebees,ca18ee6dae60393480bac3893038790957727748,tests/test_file_helper.py,tests/test_file_helper.py::test_list_files,passed,tests/test_file_helper.py::test_cleanup,passed,False
bluebees,https://github.com/matheuswhite/bluebees,ca18ee6dae60393480bac3893038790957727748,tests/test_network_data.py,tests/test_network_data.py::test_network_data,passed,tests/test_network_data.py::test_cleanup,passed,False
bluebees,https://github.com/matheuswhite/bluebees,ca18ee6dae60393480bac3893038790957727748,tests/test_node_data.py,tests/test_node_data.py::test_application_data,passed,tests/test_node_data.py::test_cleanup,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py,tests/test_command.py::TestConnect::test_connection,passed,tests/test_command.py::TestCommands::test_command_add,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py,tests/test_command.py::TestConnect::test_connection,passed,tests/test_command.py::TestCommands::test_command_delete,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py,tests/test_command.py::TestConnect::test_connection,passed,tests/test_command.py::TestCommands::test_command_list,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py,tests/test_command.py::TestConnect::test_connection,passed,tests/test_command.py::TestCommands::test_command_not_exist,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py,tests/test_command.py::TestConnect::test_connection,passed,tests/test_command.py::TestCommands::test_command_setparam,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_addcontact,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_addcontactgroupt,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_addparent,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_addtemplate,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_applytemplate,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_deletecontact,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_deletecontactgroup,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_deletehostgroup,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_delmacro,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_deteletemplate,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_disable,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_enable,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_getcontact,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_getcontactgroup,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_gethostgroup,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_getmacro,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_getparents,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_gettemplate,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_setcontact,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_setcontactgroup,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_setinstance,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_setmacro,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_setparam,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_setparent,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHost::test_host_settemplate,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHosts::test_hosts_add,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHosts::test_hosts_delete,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHosts::test_hosts_delete_with_obj,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHosts::test_hosts_list,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py,tests/test_hosts.py::TestConnect::test_connection,passed,tests/test_hosts.py::TestHosts::test_hosts_not_exist,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py,tests/test_resourcecfg.py::TestConnect::test_connection,passed,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_add,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py,tests/test_resourcecfg.py::TestConnect::test_connection,passed,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_building_line,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py,tests/test_resourcecfg.py::TestConnect::test_connection,passed,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_delete,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py,tests/test_resourcecfg.py::TestConnect::test_connection,passed,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_get_one,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py,tests/test_resourcecfg.py::TestConnect::test_connection,passed,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_not_exist,passed,False
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py,tests/test_resourcecfg.py::TestConnect::test_connection,passed,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_setparam,passed,False
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestGeneral::test_get_passphrase,passed,tests/test_ghost.py::TestCLI::test_init_already_initialized,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_ssh_with_key,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_get_single_value,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_get_bad_passphrase,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_stash,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_lock_non_existing_key,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_list_while_stash_is_empty,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_export,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_delete_multiple_keys,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_list,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_purge_no_keys,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_list_jsonified,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_purge_no_force,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_get_single_nonexisting_value,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_get,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_get_nonexisting_value,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_delete_bad_passphrase,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_export_no_keys,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_list_bad_passphrase,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_lock,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
clu,https://github.com/nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,tests/test_ghost.py,tests/test_ghost.py::TestCLI::test_put_add_nonexisting_key,passed,tests/test_ghost.py::TestCLI::test_init_permission_denied_on_passphrase,passed,True
