Project_Name,Project_URL,Project_Hash,Test_id,Stat_Polluter
Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testResumeAnimation,0
Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testResumeAudio,0
Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testSetMotorRegister,0
Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testStopAnimation,0
Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testStopAudio,0
Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/packets/packet_http_test.py::TestHttpPacketMethods::testSend,0
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_correlations_2d,0
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_correlations_2d_non_unitary,0
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_covariant_covariance_calc,0
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_summary_power,4
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_chain.py::TestChain::test_cache_invalidation,0
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_diagnostic.py::test_geweke_index,5
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,41
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_unique,41
DotDot,https://github.com/Gsllchb/DotDot,89a6f7a86866de9c348f7e91da57c359c94568db,tests/test_dot.py::test_dot,3
DotDot,https://github.com/Gsllchb/DotDot,89a6f7a86866de9c348f7e91da57c359c94568db,tests/test_dotdot.py::test_dotdot,3
DotDot,https://github.com/Gsllchb/DotDot,89a6f7a86866de9c348f7e91da57c359c94568db,tests/test_dotdotdot.py::test_dotdotdot,3
DotDot,https://github.com/Gsllchb/DotDot,89a6f7a86866de9c348f7e91da57c359c94568db,tests/test_dotdotdotdot.py::test_dotdotdotdot,3
EZconfig,https://github.com/shalev67/EZconfig,2cedba67fbfe0ca448ccf7134b51e4e9329a6d16,tests/unit/test_basic_config.py::TestBasicConfig::test_list_config,2
EZconfig,https://github.com/shalev67/EZconfig,2cedba67fbfe0ca448ccf7134b51e4e9329a6d16,tests/unit/test_load_config_from_env.py::TestLoadConfigFromEnv::test_load_config_from_env,1
firebase-live-data,https://github.com/heston/firebase-live-data,dd73615ccfae11e95830f49df8d3a90546d671f5,tests/test_watcher.py::test_watch__not_stale,118
firebase-live-data,https://github.com/heston/firebase-live-data,dd73615ccfae11e95830f49df8d3a90546d671f5,tests/test_watcher.py::test_watch__stale,118
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_api_named_routes,22
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_before_middleware,7
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_dynamic_params,22
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_handle_pre_flight_request,22
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_ignored_route_path,22
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_ignored_routes,22
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client0-None-200],3
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client1-None-401],0
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client2-None-401],0
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client3-None-401],1
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_static_client,0
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_static_routes,22
Flask-JWT-Router,https://github.com/joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_sub_paths,22
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregated_delitem_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregated_getitem_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregated_setitem_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregator_delete_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregator_get_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregator_keys_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregator_keys_method_with_empty_nodes,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregator_scan_iter_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregator_set_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_aggregator_strategy,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_attributes_transmission_from_aggregated_node,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_attributes_transmission_from_loadbalanced_node,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_attributes_transmission_if_aggregated_has_no_host,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_constructor,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_custom_default_config,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_custom_default_ssl,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_custom_node,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_custom_prefix,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_extension_registration_if_app_has_no_extensions,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_init_app,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_loadbalanced_delitem_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_loadbalanced_getitem_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_loadbalanced_setitem_method,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_methods_transmission_from_aggregator,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_methods_transmission_from_redis,1
flask-multi-redis,https://github.com/max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,test/integration/test_flask_multi_redis.py::test_task_runner,1
IOCynergy,https://github.com/omersaraf/IOCynergy,1821423680f741d8ca06bcc6a02c8b21156f9ba0,cynergy/tests/test_register_multiple.py::test_register_multiple,3
JavPy,https://github.com/TheodoreKrypton/JavPy,61df53aafbfbd05ed1efa8c51a08d6e9252cb533,JavPy/tests/test_clients/test_telegram.py::test_interactive,2
JavPy,https://github.com/TheodoreKrypton/JavPy,61df53aafbfbd05ed1efa8c51a08d6e9252cb533,JavPy/tests/test_clients/test_webserver.py::test_newly_released[data0],0
JavPy,https://github.com/TheodoreKrypton/JavPy,61df53aafbfbd05ed1efa8c51a08d6e9252cb533,JavPy/tests/test_clients/test_webserver.py::test_newly_released[data1],0
JavPy,https://github.com/TheodoreKrypton/JavPy,61df53aafbfbd05ed1efa8c51a08d6e9252cb533,JavPy/tests/test_clients/test_webserver.py::test_search_magnet_by_code[ABP-123],0
JavPy,https://github.com/TheodoreKrypton/JavPy,61df53aafbfbd05ed1efa8c51a08d6e9252cb533,JavPy/tests/test_clients/test_webserver.py::test_search_magnet_by_code[ABP-231],0
Lyricfetch,https://github.com/ocaballeror/Lyricfetch,0cf9e3c541712933b1050e942671a92028e11f9c,lyricfetch/tests/test_scraping.py::test_get_url_tlsv1,0
Neuraxle,https://github.com/Neuraxio/Neuraxle,20c6e5713198345b43bf6899355f1b5cf65eb02c,testing/hyperparams/test_distributions.py::test_gaussian_distribution_mixture_log,8
Neuraxle,https://github.com/Neuraxio/Neuraxle,20c6e5713198345b43bf6899355f1b5cf65eb02c,testing/test_streaming.py::test_parallel_queued_parallelize_correctly,98
OccamTools,https://github.com/mortele/OccamTools,26c47709f6b870c89403f03ade0950de9f301639,test/test_occam_data.py::test_occam_data_not_save_to_npy,5
OccamTools,https://github.com/mortele/OccamTools,26c47709f6b870c89403f03ade0950de9f301639,test/test_occam_data.py::test_occam_data_progress_bars,2
penman,https://github.com/goodmami/penman,e83cf6d006724d72a3e19a955aad94412da912b7,tests/test_layout.py::test_rearrange,0
Py-MI-PS,https://github.com/AshtonUPS/Py-MI-PS,2d22327c75bac1b58a4804a61e7a703ecc5ba978,src/PyMIPS/tests/register_test.py::test_setting_to_num,36
PyGraph,https://github.com/Rickecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_num_vertex,4
PyJsonFriendly,https://github.com/maboualidev/PyJsonFriendly,8b1ee498bc7a27024851b5101bf09913031e2477,tests/test_pyJsonFriendly.py::TestPyJsonFriendly::test_01,1
PyRedisEasyIO,https://github.com/washad/PyRedisEasyIO,30d566760aa622ae6e8fcc1fa4abdc79b6bda614,tests/test_operator_overloads.py::TestOperatorOverloads::test_plus_equals,1
PySyncDroid,https://github.com/DusanMadar/PySyncDroid,9a217a54f4286af8e7505c184eb2a6775f52d815,tests/test_sync.py::TestSync::test_do_sync,1
QTAF,https://github.com/Tencent/QTAF,c9141e8fbdfd89f5f13dd59dfab17f9e8193dcf8,tests/test_testbase/test_assert.py::AssertionTest::test_assert_failure,1
RandomFileTree,https://github.com/klieret/RandomFileTree,aaaa975ae61afa6f0f5b481ebafcfa0f0216e471,randomfiletree/test/test_core.py::TestTreeCreation::test_create_random_dirs,0
RaspberryPiMovementDetector,https://github.com/KSanthanam/RaspberryPiMovementDetector,a415e5aca22fa41ce0eba0b61cf56d3035f92f64,tests/test_watch.py::TestWatch::test_observe[3-4-1-func_moved_in-func_moved_out],0
ReactOBus,https://github.com/ivoire/ReactOBus,841d5c0442ffe92fcaec278e07053afe5b93d925,tests/test_db.py::test_run,31
SCout,https://github.com/holzkohlengrill/SCout,8fd1eca0607b27d6e0c537b2ea1211d23356edff,tests/test_header.py::TestHeaderLogger::testSingleArg,1
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_bad_table_id_err,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_cache_not_mutated,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_jd_time_format,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_minimal_metadata_keys,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_no_duplicate_aliases,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_no_empty_data_tables,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_paper_tables_are_parsed,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_sncosmo_registered_band_names,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_standard_column_names,0
SNData,https://github.com/djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,tests/test_sdss.py::Sako18Parsing::test_unique_ids,0
