Project_Name,Project_URL,Project_Hash,pytest_Status
colltools,https://github.com/JakubTesarek/colltools,e50f98ccda33ab409fcdba277a39f071824e24c7,Success
compare-mt,https://github.com/neulab/compare-mt,92502b30b1f228773179a01dd86fe1b8dfd400e5,Success
compilertools,https://github.com/JGoutin/compilertools,7b898cb6970f5f25c5356b15a2efd0cb2e54d566,Success
compiletools,https://github.com/Zomojo/compiletools,e45c5ad452b86c1fe557961aa4ebefd3f34f6a58,Success
compyle,https://github.com/pypr/compyle,f557e49c7e18a49efdb5807ac650ba590db81cb2,Success
config-better,https://github.com/kade-robertson/config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,Success
configaro,https://github.com/mojochao/configaro,d7b432fb2f99c4cb3c3208082f0afff62454c83d,Success
confight,https://github.com/avature/confight,be2d162c99cc3c709289913de137f8d8bfbd35d5,Success
configparse,https://github.com/jyn514/configparse,d7a4ee5b121de2be1858104723bdb7ac47df64ce,Success
container-app-conf,https://github.com/markusressel/container-app-conf,02584f7f2ef2615fa7da8bd551aede88afb29919,Fail_to_Fetch_Tests
coo,https://github.com/wilfredinni/coo,da9e75d46ed65599cd2223b029ac30c08496a80b,Success
cornice.ext.swagger,https://github.com/Cornices/cornice.ext.swagger,17a63e86751c7d8f1b2b75d49056161c80f4cef2,Success
coworks,https://github.com/gdoumenc/coworks,c574654a1e3d1cd4ad56b6f5912631230c37fdf3,Fail_to_Fetch_Tests
crfmnes,https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,Success
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,Success
crossplane,https://github.com/caas-one/crossplane,d5b39fcae31cd0c26af5d425fa7cb591d1ee91ee,Success
cvbase,https://github.com/hellock/cvbase,e48d2f76aaeea6472b2175c37780f7b90ae7f1b6,Success
cw-sdk-python,https://github.com/cryptowatch/cw-sdk-python,92bd90db16dfc116c0708d19d27208d9bfc990c1,Success
cycle_calendar_generator,https://github.com/ROldford/cycle_calendar_generator,729194154cc540a1d21fa77a77dba3ff820d56be,Success
cytominer-database,https://github.com/cytomining/cytominer-database,3926b55627e76a319460d6ac3ff4bdf65e1f5f98,Success
dagger,https://github.com/east301/dagger,7435238cd3023103128c74a2e2efdfb7a2b6f95b,Fail_to_Fetch_Tests
dame,https://github.com/malpunek/dame,d6568d3088dd0a8b87eb5d278e04ab857a622418,Success
danlp,https://github.com/alexandrainst/danlp,0c7169e4c8b0595205fbb7bdf64ce4f2ca79edcc,Success
dar,https://github.com/alanbato/dar,15da1a444bb800b3d1e4571e2fd1609190b7dffb,Fail_to_Fetch_Tests
data-pypes,https://github.com/isnok/data-pypes,dcfe6feac2b617f9f8624cff81c44f72c0313ee6,Success
datapungibea,https://github.com/jjotterson/datapungibea,fe3b262b7e2ceffd12621693c94af9b6cc43e408,Success
daymetpy,https://github.com/khufkens/daymetpy,539f8d47315f0f68f86875d7805541dadcb76604,Success
dcard-spider,https://github.com/leVirve/dcard-spider,ac64cbcfe7ef6be7e554cef422b1a8a6bb968d46,Success
debinterface,https://github.com/nMustaki/debinterface,abd30a55dcbadc30fd66143adc196034b663054f,Success
dedoop,https://github.com/edsu/dedoop,37b29dade43afb1a52e3424b6a0a98a7018c8283,Success
deezload,https://github.com/vanyakosmos/deezload,8a25f4657d648a3c70b6287a9828cec724c8fa0e,Success
devtracker,https://github.com/ConSou/devtracker,ea892d6d48aa5d4627b429469b59ae3f0ce7f10f,Success
dhis2.py,https://github.com/davidhuser/dhis2.py,1534d5e44e2ee0c2e835ca4d43c3a32e50d43b2e,Fail_to_Fetch_Tests
dicom-standard,https://github.com/innolitics/dicom-standard,4d40ca75e3af51dd8fc2b027a7f79b6a2f4193cb,Success
dict,https://github.com/wufeifei/dict,89e730dbc035da6b5ceb598833d2eafc5343864d,Success
django-beam,https://github.com/django-beam/django-beam,43b2111f5c65937aa1e2cc9704b59796e982a805,Success
django-fiction-outlines,https://github.com/maceoutliner/django-fiction-outlines,a802f0884fd9ab6dcc6660ee684ee80fd53ec0ba,Fail_to_Fetch_Tests
django-health-check,https://github.com/KristianOellegaard/django-health-check,73e89fc3325a242eea6765e83b6bf568f72b8573,Fail_to_Fetch_Tests
django-hug,https://github.com/jounderwood/django-hug,778b16f568ce9fdb01f360b7bff89c9d8b6c2ef7,Success
django-idempotency-key,https://github.com/yoyowallet/django-idempotency-key,427e15fd8d42191131019209ec5e22197b2e7aac,Fail_to_Fetch_Tests
django-registration,https://github.com/macropin/django-registration,b66ddb4b0044c5a0f24b6a23d5387f68b6d7e577,Success
django-rest-framework-passwordless,https://github.com/aaronn/django-rest-framework-passwordless,7fe00dfbef8d163078160c7f317b26ed630fc8cc,Fail_to_Fetch_Tests
docker-pretty-ps,https://github.com/politeauthority/docker-pretty-ps,2fcc9db4e391df2b96ccc2e967b41b6263fdcc2d,Success
dockerpy-creds,https://github.com/shin-/dockerpy-creds,9c0b66d2e445a838e1518f2c3273df7ddc7ec0d4,Success
docopt-ng,https://github.com/bazaar-projects/docopt-ng,bbed40a2335686d2e14ac0e6c3188374dc4784da,Fail_to_Fetch_Tests
domain2idna,https://github.com/PyFunceble/domain2idna,39a1c4e1ebb877ed511e53b618fbe437a685c970,Success
dotty_dict,https://github.com/pawelzny/dotty_dict,b23b8a4e4d8af77a2cba99752eed776058ec08dd,Success
draft,https://github.com/edelgm6/draft,bdd813dfeb914b91c857f8a6675c86c7972555b3,Success
dtool-http,https://github.com/jic-dtool/dtool-http,04a13ccb3f252873228ac0d2d4df53c791157217,Fail_to_Fetch_Tests
dunamai,https://github.com/mtkennerly/dunamai,0f35675e96835726d8e9dbd3901d9f7b029154d3,Success
dynamic-conf,https://github.com/jnoortheen/dynamic-conf,42257f06a66765ac4f5de1c6a4637f4db779c5ab,Success
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,Fail_to_Fetch_Tests
dzonegit,https://github.com/oskar456/dzonegit,8f952086aa41aee4ebb7432926ed8c6a9211ac9f,Success
easy_python_requirements,https://github.com/tjdevries/easy_python_requirements,2bf905f34065637cbc781d17d8e5806892fb66d5,Success
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,Fail_to_Fetch_Tests
easypy,https://github.com/weka-io/easypy,9501c3ee03dcb1630e58cbb73b1647056907bcea,Success
ebaipy,https://github.com/brucehe3/ebaipy,2fc6740ee5355948ca2e7f2874ee5edb9acbd578,Success
HARK,https://github.com/econ-ark/HARK,c9138af45fd0a0d97c718c8558f3ea8d9f2ae820,Success
ecs-crd-cli,https://github.com/AdventielFr/ecs-crd-cli.git,7b296c64086a204d3540da272e3d8dd74721c6c4,Success
edk2-pytool-library,https://github.com/tianocore/edk2-pytool-library,ab6bac82f297b4e8fe0a0d4dcde4711b3cb1bc88,Success
elemental,https://github.com/cbsinteractive/elemental.git,ca570c9f5fc43e20a4db23fc0137380f87be63f0,Success
elife-tools,https://github.com/elifesciences/elife-tools,a5b93afbe4db7852bf1aa12265090d60140fca8e,Success
empyricalRMT,https://github.com/stfxecutables/empyricalRMT,942060955f2e4c8e464d9fda20a4e1951a63fe9b,Fail_to_Fetch_Tests
engfmt,https://github.com/kenkundert/engfmt,b908ef69aa7941e561019e24f969703f3234753b,Success
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,Success
envdir,https://github.com/jezdez/envdir,0db9594a66b58aad7731edc5b20e9436bfe2f971,Success
envyaml,https://github.com/thesimj/envyaml,79a220cabb69d71397310d941de205610cf5e4cb,Success
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,Fail_to_Fetch_Tests
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,Fail_to_Fetch_Tests
eppy,https://github.com/santoshphilip/eppy,98e58583dce6c0fcec9c7b1ff1142bae0a67ddc7,Success
epsagon-python,https://github.com/epsagon/epsagon-python,b985d8412848f9a0c98e2f15ae0967a6dba3517f,Success
esy,https://github.com/kriberg/esy.git,6b0cc47402772c68c41efe3e8a56b2aaa0e27228,Fail_to_Fetch_Tests
etaprogress,https://github.com/Robpol86/etaprogress,224e8a248c2bf820bad218763281914ad3983fff,Success
etlstat,https://github.com/icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,Fail_to_Fetch_Tests
exceltojson,https://github.com/malongge/exceltojson,6724c7de5153a7b125011e879419273589206d0d,Success
exonum-launcher,https://github.com/exonum/exonum-launcher,d42f79046f815514b284fe242a8c5abccaf9f805,Fail_to_Fetch_Tests
exonum-python-client,https://github.com/exonum/exonum-python-client,5e7ff330440cd2fe2c5b707a0cff46048b311ea2,Fail_to_Fetch_Tests
expstock,https://github.com/chie8842/expstock,28b7ece83fa601efd2b6c4b8b7bdd1a3b9ebc1df,Success
ext_pylib,https://github.com/hbradleyiii/ext_pylib,15a9b5a80db87b5f20e03ef6bfa015acf4bf8543,Success
eyeflask,https://github.com/n8henrie/eyeflask,0fc6b042aac6e30885ecb2d6817fb67fad6e07d4,Success
fairsearchdeltr-python,https://github.com/fair-search/fairsearchdeltr-python,5bc2e8f0bf24ecd492978474919f512d3c0b65e1,Success
fanstatic-tools,https://github.com/MiCHiLU/fanstatic-tools,c075a2195c8138d103b72ef8445ef08f2a865984,Success
fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,8ddf0edab22873365441757107ce21234bc09f8f,Success
fat-py,https://github.com/samuelvanderwaal/fat-py,c7cd5f626d53d97fc777810fdde396521d649c3f,Fail_to_Fetch_Tests
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,Success
featureflagclient-python,https://github.com/tmaslen/featureflagclient-python,05cd5705d3d51488da9ce5a4d1ade65d8fd49e82,Success
fileguard,https://github.com/iluxonchik/fileguard,73854b783faadb8e5370c407b897049131a42e50,Success
filestack-python,https://github.com/filestack/filestack-python,1bd6749735e5c78dde767e0685ddfdf0cd7423e2,Success
findatabroker,https://github.com/tomerten/findatabroker,204c433d51e2d2de5c132a4607cd504809fd4a71,Success
firestore,https://github.com/workenvoy/firestore,4933f1a9f307539a8cef4ea80869c8821a92bc8d,Success
Fireworks,https://github.com/kellylab/Fireworks,ff027cd8d1b8ce5eec6a37d786e7de675d8c0849,Fail_to_Fetch_Tests
fish_base,https://github.com/chinapnr/fish_base,1615ccff9106bf42fc6ae862cd13353c12c1b76d,Success
fishbase,https://github.com/chinapnr/fishbase,1615ccff9106bf42fc6ae862cd13353c12c1b76d,Success
fissa,https://github.com/rochefort-lab/fissa,2077a8c8a029948dcf1d4c352f785700f42aff9f,Success
fitsmap,https://github.com/ryanhausen/fitsmap,7d797e6c611cfb6af10ff2a0d09b04c35d72673e,Fail_to_Fetch_Tests
flair,https://github.com/zalandoresearch/flair,c37aa7874c9e99692a9ee7a22a8f8fa060a03819,Fail_to_Fetch_Tests
flare,https://github.com/mir-group/flare,29c3efa9364fdd16d5598e217f146dd69091e9f9,Fail_to_Fetch_Tests
flask-apify,https://github.com/vitalk/flask-apify,f486d2616575be0e460ccf354d22badb7d68b387,Success
flask-ipban,https://github.com/Martlark/flask-ipban,882a25495be55609e5d9a058b8139b78836d64d4,Success
flask-request-logger,https://github.com/BbsonLin/flask-request-logger,26b87d56cf1dffb3f8d6a2ca8c2b1873b9d6a65e,Success
flask-rest-jsonapi,https://github.com/miLibris/flask-rest-jsonapi,b44bc08b11213d49fadae873650d3555889052ec,Success
flask-smorest,https://github.com/marshmallow-code/flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,Success
flask-sqlalchemy-booster,https://github.com/SuryaSankar/flask-sqlalchemy-booster,e43980e29a18e725d791b87ce1b677470bbaf22c,Success
flask-unchained,https://github.com/briancappello/flask-unchained,9004dc99db14813e20bea8c4023a45aa3a120965,Success
flask_datepicker,https://github.com/mrf345/flask_datepicker,2dd57635413bddf73a0e064cd5b2f3a743b56f99,Success
fmi,https://github.com/kipe/fmi,c567622ad29a14a03645b8bc8c7565f315b53480,Success
