project,sha,OD_test_id,type,time,patch_path,linenumber_patch
dzonegit,8f952086aa41aee4ebb7432926ed8c6a9211ac9f,test_dzonegit.py::test_template_config,brittle,4.961094497,../SAVE/test_template_patch_4239c1eca75e54f7a181d0d51500f933_.patch,1
easy_python_requirements,2bf905f34065637cbc781d17d8e5806892fb66d5,test/test_mock_functions.py::test_mock_class_update,brittle,2.2865571,../SAVE/test_mock_class_update_patch_5314bc1972201853904e12c14fe56db6_.patch,2
ecs-crd-cli,7b296c64086a204d3540da272e3d8dd74721c6c4,tests/test_prepareDeploymentServiceDefinitionStep.py::test_process_application_autoscaling_scalable_target_max_capacity_invalid,brittle,6.801692912,../SAVE/test_process_application_autoscaling_scalable_tar_patch_91e68e1623cd8c71a23347b4d940799b_.patch,1
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[0-1],brittle,0.394054372,../SAVE/test_save_to_enviro_patch_b1e33eedcaadc8cf0d5c71c2c624a46c_.patch,2
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[2-0.0],brittle,0.429967461,../SAVE/test_save_to_enviro_patch_0a259ad50d258206f5525f3deead6746_.patch,2
envyaml,79a220cabb69d71397310d941de205610cf5e4cb,tests/test_envyaml.py::test_it_should_not_fail_when_try_load_non_exist_default_file,brittle,5.124122104,../SAVE/test_it_should_not_patch_4a5d16b58dd7508d299ec8c043a4fac1_.patch,2
eppy,98e58583dce6c0fcec9c7b1ff1142bae0a67ddc7,eppy/tests/test_modeleditor.py::test_idd_index,brittle,2.244432935,../SAVE/test_idd_index_patch_e3a54afa803fdf7d1f812a6e827477af_.patch,5
exceltojson,6724c7de5153a7b125011e879419273589206d0d,tests/test_excel_2_json.py::TestProcessExcel::test_excel_process_not_patch_sheet_names,brittle,1.399108051,../SAVE/test_excel_process_not__patch_52b2178fb182412cb6d147c56994ba35_.patch,1
exceltojson,6724c7de5153a7b125011e879419273589206d0d,tests/test_excel_2_json.py::TestProcessExcel::test_excel_process_with_sheet_names,brittle,1.455634292,../SAVE/test_excel_process_with_patch_af8c7c4c3c0645ff072bfc5d45e99a95_.patch,1
findatabroker,204c433d51e2d2de5c132a4607cd504809fd4a71,FinDataBroker/tests/test_mongo.py::test__load___ok,brittle,13.58269541,../SAVE/test__load___ok_patch_1f60961a44a0981ddd584b19dc7f7449_.patch,5
fish_base,1615ccff9106bf42fc6ae862cd13353c12c1b76d,test/test_logger.py::TestFishLogging::test_format3,brittle,2.844520223,../SAVE/test_format3_patch_091803f9658d4c256a2a962c1f26e0c3_.patch,1
flask-ipban,882a25495be55609e5d9a058b8139b78836d64d4,flask_ipban/test_persistence.py::IpBanPersistence2::runTest,brittle,0.921150982,../SAVE/runTest_patch_cd66f2ceb1d9c23d539a741698dc6125_.patch,1
fooof,7a520c4f8ac3a44f4f18dc025b5e5d40049c9f2b,fooof/tests/utils/test_download.py::test_check_data_file,brittle,1.274264764,../SAVE/test_check_data_file_patch_eb6bc293c7c771b142931cff0b5d7cb8_.patch,1
fparser,4be91d2e1078fa5588e84a3299131f297afba675,src/fparser/one/tests/test_block_stmts.py::test_implicit_topyf,brittle,1.756405681,../SAVE/test_implicit_topyf_patch_54dabe79cf1d94e14469b1761064d520_.patch,1
geom,d12b381706ee620cba1c6a6cb45ab7815e5a1dc9,test_geom.py::test_veceq,brittle,2.577551306,../SAVE/test_vece_patch_fa18ec4d5f8b65f76e0c5dccd3991d07_.patch,1
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_like.py::TestBotGet::test_like_medias[medias0],brittle,6.295299344,../SAVE/test_like_medias_patch_b4c76a31056429f63e371fce2a2ccd20_.patch,1
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_like.py::TestBotGet::test_like_user[12345678900],brittle,5.148992242,../SAVE/test_like_user_patch_4544432cf35214e2cdc3eeb0f6c5a1e3_.patch,1
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_like.py::TestBotGet::test_like_user[12345678901],brittle,5.174856685,../SAVE/test_like_user_patch_dd86dd62fc9ac59d963960d7f1a56d04_.patch,1
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_like.py::TestBotGet::test_like_users[user_ids0],brittle,5.35789266,../SAVE/test_like_users_patch_25eed05ac6d169419384a6e0eb257701_.patch,1
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_like.py::TestBotGet::test_like_users[user_ids1],brittle,5.378077322,../SAVE/test_like_users_patch_5c19530dedadff9af414997063af9893_.patch,1
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_unlike.py::TestBotFilter::test_unlike_user,brittle,0.891599324,../SAVE/test_unlike_user_patch_1fd7c4a823a7485c6428c54af4d9786b_.patch,1
jgutils,6c8ed6aca37d509af8ce1b57635fad62f1c846b4,jgutils/tests/test_persistentdict.py::TestPersistentDict::test_file_creation2,brittle,0.748104393,../SAVE/test_file_creation2_patch_521e989a4ab1d0887d5b16d865319a59_.patch,2
json-storage-manager,c7521fc4a576cf23a8c2454106bed6fb8c951b8d,tests/test_main.py::test_get_item,brittle,1.670408039,../SAVE/test_get_item_patch_63b2679833487171df86ee61c6911474_.patch,5
json-storage-manager,c7521fc4a576cf23a8c2454106bed6fb8c951b8d,tests/test_main.py::test_set_item_fail,brittle,3.083469328,../SAVE/test_set_item_f_patch_c4ff6448a897ef7008bdd71cdea02da1_.patch,2
json-storage-manager,c7521fc4a576cf23a8c2454106bed6fb8c951b8d,tests/test_main.py::test_update_item,brittle,3.181064711,../SAVE/test_update_ite_patch_320a12415b1f91e9091ae87ea104da41_.patch,2
litedb,2694bc39676d8398f669c0aed96aef89623dbc9a,tests/test_database/test_memory_database_hypothesis.py::TestMemoryDatabase::test_database_retrieve,brittle,2.963550899,../SAVE/test_database_retrieve_patch_c15c423a333156504e571415ebe4d40a_.patch,1
lithoxyl,9961553a065a1ad8bb7a2407fe74f2cfd6c79a20,lithoxyl/tests/test_stats.py::test_acc_random,brittle,8.559330271,../SAVE/test_acc_random_patch_997c13e754ade73796520d8fd9d7ee85_.patch,3
logzero,b5d49fc2b118c370994c4ae5360d7c246d43ddc8,tests/test_logzero.py::test_default_logger_stderr_output,brittle,2.914724768,../SAVE/test_default_logge_patch_425ae015a5ed12ae88f6ce3d8d13a1ac_.patch,1
moyasar-python,aa8716ae3f98f8782141abe6869dfbb90af98b62,tests/moyasar_test.py::test_request_should_return_json_object,brittle,6.209535253,../SAVE/test_request_shoul_patch_6e101994dda8128776c342d980da6632_.patch,1
multiindex,b631e60bd47558eca9067a0dc87f0e713cddc6f2,multiindex/tests/test_multiindex.py::test_remove,brittle,1.464257514,../SAVE/test_remove_patch_f117944892285a1964c901021c098fb4_.patch,1
neon,42ad78e3d79583a93abce6d06b81dafc29017514,tests/basic_tests.py::test_dont_memoize,brittle,1.174170278,../SAVE/test_dont_memoize_patch_254cdf63266c2ac7786f13c93b226cc8_.patch,1
neurodsp,19aa50c71deaa19e4ed85efa192afa8ab63d0bf1,neurodsp/tests/utils/test_download.py::test_check_data_file,brittle,0.570163826,../SAVE/test_check_data_file_patch_841f9ad4ce3ec9aa48e7499b605baac4_.patch,1
nxviz,d2a2a622e834148a9f4337dbe1021a05c5f18548,tests/test_plots.py::test_matrix_plot,brittle,5.522297189,../SAVE/test_matrix_plot_patch_a1fa3c07329b891ecabd16548a4c893c_.patch,1
parse_it,886d7de0e74e67edc136411a5220e35c1149e743,test/test_prase_it.py::BaseTests::test_parser_read_all_configuration_variables_raise_allowed_types_error,brittle,2.73679908,../SAVE/test_parser_read_a_patch_5a28ff13963582b12a13fe5f4897efea_.patch,1
promise,4627315476f6b9fc82818327ae09b04f89f9bda7,tests/test_dataloader.py::test_wrong_loader_return_type_does_not_block_async_instance,brittle,2.569534293,../SAVE/test_wrong_loader_ret_patch_9f75ec29f4f1540a4305cf188149461a_.patch,1
puppetboard,974c51ad6c08d99662ba013789565f63cd431b03,test/test_app.py::test_radiator_view_bad_env,brittle,1.378004551,../SAVE/test_radiator_patch_86fc555da8432cd418114fd3d31228f8_.patch,6
pydbvolve,e18bb8cf98997c52de0cf30a8e106c480ba0bb57,tests/unittests/test_01_migration_table.py::test_02_check_migration_table_bad_structure,brittle,11.3414657,../SAVE/test_02_check_migration_table_bad_struc_patch_7ae99c55a768aa0d4793afa170396841_.patch,12
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_add_ssl,brittle,2.007062498,../SAVE/test_add_ssl_patch_8e95d623f50de636b11d7e3ab8a85305_.patch,1
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_get_app,brittle,1.950436856,../SAVE/test_get_app_patch_f1a77f960567e510260a25e4986d1650_.patch,1
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_update_app_validation,brittle,1.887994316,../SAVE/test_update_ap_patch_aef1bb4243eff49e3e9152731b413089_.patch,1
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_db.py::TestDb::test_get_db,brittle,7.940075039,../SAVE/test_get_db_patch_95b5eb76e3addc7a533d8a268f9a2690_.patch,4
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_db.py::TestDb::test_update_db,brittle,7.715895446,../SAVE/test_update_d_patch_2f34b9d4922783e3c3fbad5d045d9b8f_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_group_edit_success,brittle,0.768405117,../SAVE/test_access_group_edit_success_patch_d99f0ad1a8ce442b03ee89dd326b5100_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_create_all_users_typeerror,brittle,0.770999864,../SAVE/test_access_groups_create_all_users_typeerror_patch_0671e1a3060fd4ef41431d18a534d60c_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_create_success,brittle,0.766618423,../SAVE/test_access_groups_create_success_patch_54da4648e7bfff9c9caca83300f98c7b_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_delete_success,brittle,0.766669624,../SAVE/test_access_groups_delete_success_patch_9d6a3e062c13f6a207307fa400a3b3c2_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_details_success,brittle,0.78518533,../SAVE/test_access_groups_details_success_patch_a16b9a8770430ee25a4e19cd3d816b48_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list,brittle,0.773951165,../SAVE/test_access_groups_list_patch_3556a796111e854e19c5069594222424_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_filter_name_typeerror,brittle,0.78365645,../SAVE/test_access_groups_list_filter_name_typeerror_patch_8152f7d44a77fa588456994b3e570d05_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_filter_operator_typeerror,brittle,0.703486159,../SAVE/test_access_groups_list_filter_operator_typeerror_patch_5ea25359377f724f8414b5f3d0d4a0ee_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_filter_type_typeerror,brittle,0.703534774,../SAVE/test_access_groups_list_filter_type_typeerror_patch_5d83e2aa92237161aeb6539c5c5c0da3_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_filter_value_typeerror,brittle,0.700036652,../SAVE/test_access_groups_list_filter_value_typeerror_patch_e18d25ec3cc8c091ca7620cdf0e800b9_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_limit_typeerror,brittle,0.700096518,../SAVE/test_access_groups_list_limit_typeerror_patch_a8954c2533808843b6c85fa5faa83ddb_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_sort_direction_typeerror,brittle,0.782437243,../SAVE/test_access_groups_list_sort_direction_typeerror_patch_270f2a80c5c394f1878330681156d19f_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_sort_direction_unexpectedvalue,brittle,0.792752691,../SAVE/test_access_groups_list_sort_direction_unexpectedvalue_patch_22b8c8df7e7c1f901d226a4cd81560e3_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_sort_field_typeerror,brittle,0.768079244,../SAVE/test_access_groups_list_sort_field_typeerror_patch_5fae5cfdf751c4b6468d214a60e11a03_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_wildcard_fields_typeerror,brittle,0.779850036,../SAVE/test_access_groups_list_wildcard_fields_typeerror_patch_40a8b903413b6c7c79b8fbdb7ccffda0_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_wildcard_typeerror,brittle,0.79954616,../SAVE/test_access_groups_list_wildcard_typeerror_patch_3a1540590734bbf2ce43e0eb8fbe4006_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agent_groups.py::test_agentgroups_add_mult_agents_to_group,brittle,0.77844844,../SAVE/test_agentgroups_add_mult_agents_to_group_patch_5fac4982ee6aab855f4c7321b7380b3a_.patch,1
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agent_groups.py::test_agentgroups_delete_agent_from_group,brittle,0.789242066,../SAVE/test_agentgroups_delete_agent_from_group_patch_4d680f65bca44ffb4d67c6392e9b0135_.patch,1
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agent_groups.py::test_agentgroups_delete_mult_agents_from_group,brittle,0.720800176,../SAVE/test_agentgroups_delete_mult_agents_from_group_patch_1801662d29d6310d28b284756c2c578f_.patch,1
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agent_groups.py::test_agentgroups_task_status,brittle,0.771857232,../SAVE/test_agentgroups_task_status_patch_a57737943e2bf8b8184cbd49ba3c5e9b_.patch,1
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_details_agent_details,brittle,0.772381283,../SAVE/test_agents_details_agent_details_patch_c0fa9d23e80cf2ce7a51578af8e9b50c_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list,brittle,0.788499229,../SAVE/test_agents_list_patch_71effce56bf48fe99251c4b338dcbaad_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_filter_name_typeerror,brittle,0.770901538,../SAVE/test_agents_list_filter_name_typeerror_patch_efe6901b8ce591dad3c0263c959d5e77_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_filter_operator_typeerror,brittle,0.733944111,../SAVE/test_agents_list_filter_operator_typeerror_patch_764d6fd63458c59fc2ccc222ff696155_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_filter_type_typeerror,brittle,0.764533624,../SAVE/test_agents_list_filter_type_typeerror_patch_c98997aa1dc0fe1ff17f19152720ace4_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_filter_value_typeerror,brittle,0.734382384,../SAVE/test_agents_list_filter_value_typeerror_patch_c1b6c0a1db4197aadb92545db5a5dd8e_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_limit_typeerror,brittle,0.737378888,../SAVE/test_agents_list_limit_typeerror_patch_49572717826a121445e0deac226848c4_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_sort_direction_typeerror,brittle,0.791576758,../SAVE/test_agents_list_sort_direction_typeerror_patch_dd04011bda1bea60356fec0f39aa22ed_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_sort_direction_unexpectedvalue,brittle,0.722194068,../SAVE/test_agents_list_sort_direction_unexpectedvalue_patch_68e90415ce8a7ae8c2fe8af2ef3dfb51_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_sort_field_typeerror,brittle,0.768616965,../SAVE/test_agents_list_sort_field_typeerror_patch_3e1cf20e128a7da1d15be9bb654eb7ef_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_wildcard_fields_typeerror,brittle,0.792823084,../SAVE/test_agents_list_wildcard_fields_typeerror_patch_3e9851dd9918f2a1179f22adef5b7b5d_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_wildcard_typeerror,brittle,0.715034924,../SAVE/test_agents_list_wildcard_typeerror_patch_a5f1ecaa5dd4f85c583f9e07f8b69663_.patch,2
